sku,producto_talla_id,sucursal_id,sucursal_alias,sucursal_nombre,articulo,talla,stock_legacy,stock_lotes,stock_kardex,ajuste_necesario,direccion
4827397,424283,6,NICK1,,FD6476-600,"7,0",1,0,2,-1,DISMINUIR
4824666,448201,4,PAO3,,GR-GR18060,37,1,2,4,1,AUMENTAR
4805301,303573,4,PAO3,,8449.402.27994-15758,34,1,0,2,-1,DISMINUIR
4805265,303619,4,PAO3,,8449.402.27994-17159,34,2,1,4,-1,DISMINUIR
4824671,448192,4,PAO3,,GR-GR18060,36,2,1,4,-1,DISMINUIR
4822540,450041,4,PAO3,,GR-NBA-12378,39,1,0,2,-1,DISMINUIR
4815136,585525,4,PAO3,,Z6714-1,37,4,1,8,-3,DISMINUIR
4814238,500170,4,PAO3,,LRWM-049-90,37,2,1,4,-1,DISMINUIR
4823231,142482,4,PAO3,,3027-02,40,1,0,2,-1,DISMINUIR
4828611,141789,4,PAO3,,302636L-WHT,34,3,2,6,-1,DISMINUIR
4825832,99368,4,PAO3,,2110,41,1,0,2,-1,DISMINUIR
4826882,122420,5,PAO4,,2594-01,26,2,1,4,-1,DISMINUIR
4825645,257665,5,PAO4,,6249.1116.30591-66,38,1,1,3,0,SIN_CAMBIO
4790762,194840,5,PAO4,,405627L-BBK,35,1,2,4,1,AUMENTAR
4790763,194845,5,PAO4,,405627L-BBK,36,1,2,4,1,AUMENTAR
4775927,330371,5,PAO4,,A01069C-001,"1,5",2,1,4,-1,DISMINUIR
4782162,520084,5,PAO4,,PI-11010200001104,39,2,0,4,-2,DISMINUIR
4781710,131601,5,PAO4,,301-8016,36,4,3,8,-1,DISMINUIR
4813572,255194,5,PAO4,,608-16,36,1,1,3,0,SIN_CAMBIO
4813959,266943,5,PAO4,,660-02,35,2,0,3,-2,DISMINUIR
4717551,31207,5,PAO4,,12-CAROL-1,36,1,1,3,0,SIN_CAMBIO
4742240,126471,5,PAO4,,281-65890,27,1,1,3,0,SIN_CAMBIO
4698823,5541,3,PAO2,,066143999007,00,7,8,17,1,AUMENTAR
4797740,295853,3,PAO2,,82038U-MDX,"9,0",1,0,2,-1,DISMINUIR
4814966,546602,3,PAO2,,SG258,00,4,3,8,-1,DISMINUIR
4755296,585608,3,PAO2,,Z8126-1,37,1,0,2,-1,DISMINUIR
4822550,450197,3,PAO2,,GR-NBA-12458,41,1,1,3,0,SIN_CAMBIO
4817780,15198,3,PAO2,,100209617,"3,0",2,1,4,-1,DISMINUIR
4819811,176842,3,PAO2,,384-0092,35,1,0,2,-1,DISMINUIR
4767540,487233,3,PAO2,,J0136/2,39,4,3,8,-1,DISMINUIR
4790563,8482,3,PAO2,,1-PH611,00,19,21,41,2,AUMENTAR
4820825,248717,3,PAO2,,5K02-16,37,2,1,4,-1,DISMINUIR
4819850,195338,3,PAO2,,406-0018,38,1,1,3,0,SIN_CAMBIO
345434,383958,3,PAO2,,CO-077911,38,3,2,3,-1,DISMINUIR
4750671,461333,3,PAO2,,H-106,37,2,1,4,-1,DISMINUIR
419832,320102,3,PAO2,,921,40,4,3,8,-1,DISMINUIR
4800331,223888,3,PAO2,,5205192027025,"3,0",8,9,18,1,AUMENTAR
4812955,14963,3,PAO2,,100209113,"4,5",1,0,2,-1,DISMINUIR
4795802,210989,3,PAO2,,481-8402,38,4,1,6,-3,DISMINUIR
4760114,227522,3,PAO2,,521520012,L,8,8,17,0,SIN_CAMBIO
4807614,490249,7,NICK2,,JE6708,00,3,2,6,-1,DISMINUIR
4776778,516737,7,NICK2,,PA97003,00,18,6,26,-12,DISMINUIR
4819342,467216,7,NICK2,,HF6280-001,"1,0",2,0,4,-2,DISMINUIR
4802992,485988,7,NICK2,,IP8455,L,5,9,15,4,AUMENTAR
4817671,394578,7,NICK2,,DA001/A,S,2,38,41,36,AUMENTAR
4811311,143372,7,NICK2,,3028293-016,11,2,0,3,-2,DISMINUIR
4797313,45871,7,NICK2,,13197,11,1,0,2,-1,DISMINUIR
4809588,547910,7,NICK2,,SPAPRNE001,00,8,8,17,0,SIN_CAMBIO
4821976,518078,7,NICK2,,PELOTA PING PONG,00,31,54,86,23,AUMENTAR
4821964,552556,7,NICK2,,STRAP,00,2,13,17,11,AUMENTAR
4826384,143543,7,NICK2,,3028409-107,"8,0",2,1,4,-1,DISMINUIR
159821,511266,7,NICK2,,MSAFTOE,00,1,0,2,-1,DISMINUIR
4806037,413588,7,NICK2,,EGOTICO ESTELAR PRO,11,1,0,2,-1,DISMINUIR
4827512,394735,7,NICK2,,DA012/A,Xl,2,1,4,-1,DISMINUIR
4742102,539885,7,NICK2,,S17-6B,41,3,5,9,2,AUMENTAR
4827836,152877,7,NICK2,,311481 01,10,1,1,3,0,SIN_CAMBIO
4827967,302669,7,NICK2,,8434666247,00,8,8,18,0,SIN_CAMBIO
4418876,511386,7,NICK2,,MSFCCC,00,4,6,12,2,AUMENTAR
4703304,507267,7,NICK2,,MAX50,00,3,4,8,1,AUMENTAR
4794525,488380,7,NICK2,,J0508-2,38,1,0,2,-1,DISMINUIR
4828134,253502,7,NICK2,,6006261-001,M,2,1,4,-1,DISMINUIR
4825320,518304,7,NICK2,,PETOE,00,47,27,80,-20,DISMINUIR
4808949,253932,7,NICK2,,6013113AMAN,00,6,1,13,-5,DISMINUIR
4830187,594583,7,NICK2,,J0934-1,34,1,0,1,-1,DISMINUIR
4769059,89655,7,NICK2,,2.40.06,XS,2,1,4,-1,DISMINUIR
4777858,89651,7,NICK2,,2.40.06,Xl,1,0,2,-1,DISMINUIR
4817986,516871,7,NICK2,,PANTALON ARQUERO,Xl,2,1,4,-1,DISMINUIR
4827554,576728,7,NICK2,,WILWZ4025410XB7,"7,0",4,3,8,-1,DISMINUIR
4823773,145467,2,PAO1,,303579N-NVHP,20,1,0,2,-1,DISMINUIR
4761856,136804,2,PAO1,,302349L-NVMT,28,1,0,2,-1,DISMINUIR
4750658,461313,2,PAO1,,H-106,36,2,1,4,-1,DISMINUIR
4767647,461376,2,PAO1,,H-106,39,2,1,4,-1,DISMINUIR
4820483,544958,2,PAO1,,SALDO/5,00,7,5,2,-2,DISMINUIR
4820731,182559,2,PAO1,,3E19-10,37,2,1,4,-1,DISMINUIR
4813035,14844,6,NICK1,,100208884,"5,5",1,0,2,-1,DISMINUIR
4817236,492387,6,NICK1,,JQ2735,"8,5",1,0,2,-1,DISMINUIR
4808988,547445,6,NICK1,,SP-03A,39,1,0,2,-1,DISMINUIR
4763295,408191,6,NICK1,,DZ9384,L,26,26,55,0,SIN_CAMBIO
4816172,151283,6,NICK1,,310387L-BKRG,29,2,1,4,-1,DISMINUIR
4827054,406066,6,NICK1,,DV5457-008,"1,0",1,0,2,-1,DISMINUIR
4821170,507529,6,NICK1,,MEDIA POLYESTER ECO AD,00,81,83,165,2,AUMENTAR
4812076,27487,6,NICK1,,117560-WHT,"37,5",1,1,3,0,SIN_CAMBIO
4828242,15695,6,NICK1,,100233092,"10,5",1,0,2,-1,DISMINUIR
4813796,378556,4,PAO3,,CHL62101-90,36,2,1,4,-1,DISMINUIR
4747414,179364,4,PAO3,,388-0104,40,1,0,2,-1,DISMINUIR
4818730,309072,4,PAO3,,880355-10,M,9,9,19,0,SIN_CAMBIO
4810883,247171,4,PAO3,,5CE115,41,3,2,6,-1,DISMINUIR
4742242,126478,4,PAO3,,281-65890,29,3,2,6,-1,DISMINUIR
4828610,141597,4,PAO3,,302627L-BBK,36,1,1,3,0,SIN_CAMBIO
4813532,316942,4,PAO3,,9028-03,42,6,2,9,-4,DISMINUIR
4821666,27574,4,PAO3,,117624-BBK,36,1,0,2,-1,DISMINUIR
4811633,309667,4,PAO3,,881-1821,43,3,0,4,-3,DISMINUIR
4822536,450040,4,PAO3,,GR-NBA-12378,39,1,0,2,-1,DISMINUIR
4802892,484712,4,PAO3,,IH4743,"7,0",1,0,2,-1,DISMINUIR
4820809,248781,5,PAO4,,5K03-20,39,2,1,4,-1,DISMINUIR
4790546,415514,5,PAO4,,ENVIOS,00,887,990,885,103,AUMENTAR
4820836,248822,5,PAO4,,5K07-13,36,1,0,2,-1,DISMINUIR
4811240,187947,5,PAO4,,403-0250,36,7,5,13,-2,DISMINUIR
4823618,306266,5,PAO4,,8527.111.29914-75365,39,1,0,2,-1,DISMINUIR
4815470,523042,5,PAO4,,PI-14505400000006,37,1,0,2,-1,DISMINUIR
419833,320124,3,PAO2,,921,41,3,2,6,-1,DISMINUIR
4812531,486147,3,PAO2,,IS7049,00,12,15,28,3,AUMENTAR
4826482,501231,3,PAO2,,M.50.40,00,1,2,4,1,AUMENTAR
4797196,179797,3,PAO2,,3891113,M,11,10,22,-1,DISMINUIR
4820632,304135,3,PAO2,,8461TL1005,M,2,2,5,0,SIN_CAMBIO
4692137,225326,3,PAO2,,5207017101019,00,10,20,34,10,AUMENTAR
4789282,548400,3,PAO2,,SPJSSS24055,S,19,19,40,0,SIN_CAMBIO
4786026,511216,3,PAO2,,MSAFGARTK,"7,0",1,0,2,-1,DISMINUIR
4818364,158317,3,PAO2,,3334-02,37,3,2,6,-1,DISMINUIR
4769805,490468,3,PAO2,,JG2600,00,3,2,6,-1,DISMINUIR
4818696,484386,3,PAO2,,IH0103,"10,5",1,0,2,-1,DISMINUIR
4816921,89603,3,PAO2,,2.20.11,00,6,8,15,2,AUMENTAR
4818422,89597,3,PAO2,,2.20.10,00,1,5,7,4,AUMENTAR
4717503,126307,3,PAO2,,281-5562,28,1,0,2,-1,DISMINUIR
4821780,147273,3,PAO2,,303982L-BKPK,36,1,0,2,-1,DISMINUIR
4805965,95139,3,PAO2,,2079,37,1,0,2,-1,DISMINUIR
4812845,490183,7,NICK2,,JE4150,Xl,3,6,10,3,AUMENTAR
4798161,483260,7,NICK2,,IG5438,"4,0",1,0,2,-1,DISMINUIR
4799648,405339,7,NICK2,,DV4345-002,"9,5",1,0,2,-1,DISMINUIR
4810844,46275,7,NICK2,,13221,"9,5",1,1,3,0,SIN_CAMBIO
4805838,489767,7,NICK2,,JB2322,00,17,25,43,8,AUMENTAR
4790438,588099,7,NICK2,,ZX80121057,43,1,0,2,-1,DISMINUIR
4810059,226683,7,NICK2,,52113400161,00,15,15,31,0,SIN_CAMBIO
4826478,16872,7,NICK2,,1014067902,00,13,50,66,37,AUMENTAR
4793240,22163,7,NICK2,,110025,M,1,3,9,2,AUMENTAR
4758411,90081,7,NICK2,,2.90.77,00,6,15,24,9,AUMENTAR
4825150,490038,7,NICK2,,JD8032,"5,0",21,6,31,-15,DISMINUIR
4824485,539406,7,NICK2,,S02-B,41,2,2,5,0,SIN_CAMBIO
4779153,548676,7,NICK2,,SPS-11,43,2,1,4,-1,DISMINUIR
4826406,511912,7,NICK2,,MZ701,00,3,21,25,18,AUMENTAR
4819349,467237,7,NICK2,,HF6280-001,13,3,3,7,0,SIN_CAMBIO
4825345,538249,7,NICK2,,RF878C,00,11,11,23,0,SIN_CAMBIO
4780505,268817,7,NICK2,,66143095365,00,5,4,10,-1,DISMINUIR
4827242,426823,7,NICK2,,FQ1833-009,"11,5",1,0,2,-1,DISMINUIR
4793670,401198,7,NICK2,,DJ5968-700,"9,0",2,2,5,0,SIN_CAMBIO
4778718,315443,7,NICK2,,9.65.00,M,25,4,35,-21,DISMINUIR
4800080,398627,7,NICK2,,DEPVOLACC077,00,3,2,6,-1,DISMINUIR
4800900,563684,7,NICK2,,V50,00,1,8,10,7,AUMENTAR
4828042,427276,7,NICK2,,FQ8313-600,"5,5",1,0,2,-1,DISMINUIR
4798930,203469,7,NICK2,,451140400 P,M,7,5,13,-2,DISMINUIR
4798209,425139,7,NICK2,,FJ2587-001,"9,5",1,0,2,-1,DISMINUIR
4790672,425448,7,NICK2,,FJ4861-010,M,1,1,3,0,SIN_CAMBIO
4809136,302724,7,NICK2,,8434666291,00,15,21,38,6,AUMENTAR
4784391,214341,2,PAO1,,5-CANNA-17,39,1,0,2,-1,DISMINUIR
4817625,214096,2,PAO1,,4Q07,28,2,1,4,-1,DISMINUIR
4820481,544954,2,PAO1,,SALDO/3,00,18,23,6,5,AUMENTAR
4753165,90274,2,PAO1,,20-CREW-3,39,2,1,5,-1,DISMINUIR
4746164,408220,2,PAO1,,DZ9385,L,8,9,18,1,AUMENTAR
4798447,104782,2,PAO1,,22-03,40,1,0,2,-1,DISMINUIR
4833750,602123,2,PAO1,,310286L-BLK,38.0,1,0,3,-1,DISMINUIR
4791857,478624,6,NICK1,,ID5271,"9,5",3,2,6,-1,DISMINUIR
4784677,505675,6,NICK1,,M9160C-001,"7,5",1,0,2,-1,DISMINUIR
4812534,489998,6,NICK1,,JD1303,00,3,15,24,12,AUMENTAR
4814668,490998,6,NICK1,,JI1543,"9,0",1,0,2,-1,DISMINUIR
4749397,443739,6,NICK1,,GF89H-YD6794,S,2,1,4,-1,DISMINUIR
4786351,19188,6,NICK1,,1040023008,00,11,13,26,2,AUMENTAR
4816475,376090,6,NICK1,,CD7783-100,"13,5",1,1,3,0,SIN_CAMBIO
4826701,15670,6,NICK1,,100233089,"2,5",1,0,2,-1,DISMINUIR
4827283,467105,6,NICK1,,HF6279-001,"3,5",1,0,2,-1,DISMINUIR
4819702,373449,6,NICK1,,CCPOLI2544NE,2XL,1,0,2,-1,DISMINUIR
4790654,390806,6,NICK1,,CW9301-010,00,4,5,10,1,AUMENTAR
4825105,40010,6,NICK1,,128606-BBK,40,1,0,2,-1,DISMINUIR
4826517,492844,6,NICK1,,JR4068,"5,0",1,0,2,-1,DISMINUIR
4827349,426149,6,NICK1,,FN0228-001,"9,5",1,1,3,0,SIN_CAMBIO
4817544,332686,6,NICK1,,A11457C-403,"5,5",1,0,2,-1,DISMINUIR
4807892,192312,6,NICK1,,403969L-RDBK,34,1,0,2,-1,DISMINUIR
4826477,17248,6,NICK1,,102050999,"5,0",7,9,18,2,AUMENTAR
4818895,474230,6,NICK1,,HT2430,"5,0",2,4,7,2,AUMENTAR
4828431,389053,6,NICK1,,CU8090-010,00,6,5,12,-1,DISMINUIR
4804578,529703,4,PAO3,,PK034A60001,41,2,1,4,-1,DISMINUIR
4816616,24059,4,PAO3,,114858-01,44,0,1,1,1,AUMENTAR
4813678,276759,4,PAO3,,717-16,37,1,0,2,-1,DISMINUIR
4823282,123147,4,PAO3,,2610-05/1,37,1,2,4,1,AUMENTAR
4793426,117794,4,PAO3,,24JS05,40,1,0,2,-1,DISMINUIR
4793351,397471,4,PAO3,,DCA91129-90,39,1,0,2,-1,DISMINUIR
4819717,128282,4,PAO3,,2918,35,3,1,6,-2,DISMINUIR
4732267,256681,4,PAO3,,620657REG,00,16,16,35,0,SIN_CAMBIO
4815449,522767,4,PAO3,,PI-14323100000006,40,2,0,3,-2,DISMINUIR
4750921,104549,4,PAO3,,21JS35,35,1,0,2,-1,DISMINUIR
4776627,523360,4,PAO3,,PI-14718000000020,40,1,0,2,-1,DISMINUIR
4762903,241356,4,PAO3,,5827,40,3,1,5,-2,DISMINUIR
4814899,351527,4,PAO3,,AZ254011205-411,38,2,2,5,0,SIN_CAMBIO
4687034,162507,4,PAO3,,351-2361,33,1,0,2,-1,DISMINUIR
4698754,281147,4,PAO3,,745,39,2,1,4,-1,DISMINUIR
4816295,239712,4,PAO3,,581-1542,35,1,0,2,-1,DISMINUIR
4813827,423683,4,PAO3,,FC61153-90,37,3,2,6,-1,DISMINUIR
4754467,553542,4,PAO3,,SX7670-100,L,28,15,44,-13,DISMINUIR
4805124,102380,4,PAO3,,2157.1091.14710-66,32,2,1,4,-1,DISMINUIR
4823922,61676,4,PAO3,,149692-BLK,36,1,0,2,-1,DISMINUIR
4822569,555526,4,PAO3,,T2210,38,2,2,5,0,SIN_CAMBIO
4824992,570076,4,PAO3,,VU5360T,38,2,1,4,-1,DISMINUIR
4804464,525802,4,PAO3,,PI-54036200000029,38,2,2,5,0,SIN_CAMBIO
4821617,29158,4,PAO3,,118431-BBK,"40,5",1,0,2,-1,DISMINUIR
4813902,195111,5,PAO4,,405638N-BKW,25,2,1,4,-1,DISMINUIR
4782615,258694,5,PAO4,,6282.465.7286.93371,37,2,1,4,-1,DISMINUIR
4809638,159702,5,PAO4,,338011699,22,1,0,2,-1,DISMINUIR
4826244,300712,5,PAO4,,8360.303.9569-52531,38,1,2,4,1,AUMENTAR
4817041,56543,5,PAO4,,1444.102.29575-102148,37,3,2,6,-1,DISMINUIR
4820768,182677,5,PAO4,,3J02-16,38,3,2,6,-1,DISMINUIR
4801253,464152,5,PAO4,,H09,44,1,0,2,-1,DISMINUIR
4750477,497320,5,PAO4,,KP042,32,2,1,4,-1,DISMINUIR
382891,264259,5,PAO4,,649,35,1,0,2,-1,DISMINUIR
4402168,214878,5,PAO4,,5-COBNA-2,39,7,5,12,-2,DISMINUIR
4760110,227190,3,PAO2,,521420030,S,3,2,6,-1,DISMINUIR
4819782,242729,3,PAO2,,589-6887,40,1,0,2,-1,DISMINUIR
4730819,408066,3,PAO2,,DZ9357,M,15,14,30,-1,DISMINUIR
4762607,581054,3,PAO2,,XT027-427,37,1,0,2,-1,DISMINUIR
4824547,329,3,PAO2,,003,36,2,1,5,-1,DISMINUIR
4811547,65224,3,PAO2,,150370-BBK,"38,5",1,0,2,-1,DISMINUIR
4818452,372273,3,PAO2,,CALCETA PRECORTADA JUV,00,33,15,51,-18,DISMINUIR
4790560,519203,3,PAO2,,PH811,00,35,37,73,2,AUMENTAR
4828139,557344,3,PAO2,,TO521277,00,12,11,24,-1,DISMINUIR
4820669,296437,3,PAO2,,82223U-090,"9,0",3,1,5,-2,DISMINUIR
4827983,357399,3,PAO2,,BALON ESPONJA,00,5,4,10,-1,DISMINUIR
4749290,332498,3,PAO2,,A1-BH100C,00,9,7,17,-2,DISMINUIR
4817854,63968,3,PAO2,,1500-0982,41,2,0,3,-2,DISMINUIR
4728617,126617,3,PAO2,,281-9289,28,1,0,2,-1,DISMINUIR
4813406,145353,3,PAO2,,303573L-BLK,32,5,2,8,-3,DISMINUIR
4809138,225150,3,PAO2,,52070151,00,1,8,10,7,AUMENTAR
4823088,518083,3,PAO2,,PELOTA PP BLISTER,00,22,20,44,-2,DISMINUIR
4804589,130060,3,PAO2,,3002,00,5,9,10,4,AUMENTAR
4821327,89622,3,PAO2,,2.20.22,00,12,10,24,-2,DISMINUIR
4823980,36497,3,PAO2,,124686-BBK,"38,5",1,0,2,-1,DISMINUIR
4817709,15226,7,NICK2,,100210019,"8,0",1,1,3,0,SIN_CAMBIO
4800115,43062,7,NICK2,,13032,11,4,4,9,0,SIN_CAMBIO
4827421,365741,7,NICK2,,BS20-1,38,3,2,6,-1,DISMINUIR
4801173,39967,7,NICK2,,1286016-698,00,7,18,26,11,AUMENTAR
4812770,488903,7,NICK2,,J0710-2,39,1,0,2,-1,DISMINUIR
4818630,490028,7,NICK2,,JD3826,"5,0",44,47,92,3,AUMENTAR
4802988,485972,7,NICK2,,IP8451,L,1,0,2,-1,DISMINUIR
4804343,553750,7,NICK2,,SX7676-964,M,5,6,12,1,AUMENTAR
4818291,427299,7,NICK2,,FQ8313-800,"5,5",2,1,4,-1,DISMINUIR
4806341,510247,7,NICK2,,MO21761,00,1,1,2,0,SIN_CAMBIO
4773901,52882,7,NICK2,,1376700-410,L,9,8,18,-1,DISMINUIR
4777857,89692,7,NICK2,,2.40.23,XXS,6,5,12,-1,DISMINUIR
4825329,308964,7,NICK2,,8802,L,2,3,6,1,AUMENTAR
4821971,531044,7,NICK2,,PRIMERA CAPA JUV,"8,0",3,2,7,-1,DISMINUIR
4812764,488891,7,NICK2,,J0707-1,33,2,1,4,-1,DISMINUIR
4800696,510274,7,NICK2,,MO21778,00,24,24,49,0,SIN_CAMBIO
4798208,425138,7,NICK2,,FJ2587-001,"9,0",2,2,5,0,SIN_CAMBIO
4793605,478843,7,NICK2,,ID5580,"10,5",1,0,2,-1,DISMINUIR
4826549,492811,7,NICK2,,JR2893,"9,5",2,1,4,-1,DISMINUIR
4791378,480754,7,NICK2,,IE4986,"9,0",2,2,5,0,SIN_CAMBIO
4827154,424234,7,NICK2,,FD6454-406,"7,5",1,0,2,-1,DISMINUIR
4805579,53650,7,NICK2,,1382797-001,L,5,2,8,-3,DISMINUIR
4821305,226274,7,NICK2,,5208903006029,00,12,0,13,-12,DISMINUIR
4828477,405341,7,NICK2,,DV4345-003,10,1,2,4,1,AUMENTAR
4800111,43070,7,NICK2,,13032,"8,5",1,1,3,0,SIN_CAMBIO
4826550,492795,7,NICK2,,JR2893,10,2,1,4,-1,DISMINUIR
4819892,188001,2,PAO1,,403-0250,38,2,1,5,-1,DISMINUIR
4801234,463409,2,PAO1,,H03,43,2,1,4,-1,DISMINUIR
4790546,415511,2,PAO1,,ENVIOS,00,479,385,-136,-94,DISMINUIR
4822692,352120,2,PAO1,,B1631,37,2,1,4,-1,DISMINUIR
4735655,560384,2,PAO1,,V21-S3721-7,42,1,0,2,-1,DISMINUIR
4822668,581540,2,PAO1,,XT322B,29,1,0,2,-1,DISMINUIR
4717462,583572,2,PAO1,,YDT-5372B,00,8,7,16,-1,DISMINUIR
4420095,517529,2,PAO1,,PD2317-A0,37,2,1,4,-1,DISMINUIR
4811170,462099,2,PAO1,,H-185,37,1,1,3,0,SIN_CAMBIO
4723785,184638,2,PAO1,,400030N-BBLM,21,1,1,3,0,SIN_CAMBIO
4690733,315704,2,PAO1,,9002,34,2,1,4,-1,DISMINUIR
4742301,313230,2,PAO1,,889-24360,40,3,2,6,-1,DISMINUIR
4771220,402970,6,NICK1,,DN4620-504,Xl,1,0,2,-1,DISMINUIR
4784356,402816,6,NICK1,,DN3577-101,"8,0",1,0,2,-1,DISMINUIR
4820465,119356,6,NICK1,,252061L-BKPK,35,2,1,4,-1,DISMINUIR
4815961,507541,6,NICK1,,MEDIA POLYESTER ECO JR,00,43,63,109,20,AUMENTAR
4818249,434000,6,NICK1,,FZ5630-102,"8,0",1,0,2,-1,DISMINUIR
4816395,188543,6,NICK1,,403659L-WGRD,38,1,2,4,1,AUMENTAR
4785756,477117,6,NICK1,,IB3242,L,2,4,-2,2,AUMENTAR
4819327,467208,6,NICK1,,HF6279-601,"6,0",3,2,6,-1,DISMINUIR
4824584,450626,6,NICK1,,GR-RI-11578,39,1,0,2,-1,DISMINUIR
4799815,241706,6,NICK1,,58363-BLK,43,1,1,3,0,SIN_CAMBIO
4815959,507519,6,NICK1,,MEDIA POLYESTER ECO,00,21,22,45,1,AUMENTAR
4814469,480202,6,NICK1,,IE3473,"3,0",1,0,2,-1,DISMINUIR
4747663,390530,6,NICK1,,CW6539-002,10,1,0,2,-1,DISMINUIR
4827239,426814,6,NICK1,,FQ1833-009,10,1,1,4,0,SIN_CAMBIO
4719065,378712,6,NICK1,,CI3710-001,"9,5",1,1,5,0,SIN_CAMBIO
4828376,492211,6,NICK1,,JP9402,"10,5",1,0,2,-1,DISMINUIR
4776251,454119,6,NICK1,,GW1988,"9,5",3,2,6,-1,DISMINUIR
4828382,492223,6,NICK1,,JP9402,"13,5",1,1,3,0,SIN_CAMBIO
4805691,14446,6,NICK1,,100205863,13,1,0,2,-1,DISMINUIR
4822533,450003,6,NICK1,,GR-NBA-12245,42,3,0,4,-3,DISMINUIR
4826715,15662,6,NICK1,,100233089,"12,5",1,0,2,-1,DISMINUIR
4821171,507549,6,NICK1,,MEDIA POLYESTER ECO JUV,00,43,44,89,1,AUMENTAR
4807911,69079,6,NICK1,,158861-MOC,"35,5",1,0,2,-1,DISMINUIR
4718381,553329,6,NICK1,,SX7664-010,S,10,10,21,0,SIN_CAMBIO
4827299,553343,6,NICK1,,SX7664-010,Xl,39,38,78,-1,DISMINUIR
4754467,553544,6,NICK1,,SX7670-100,L,29,26,57,-3,DISMINUIR
4738692,385428,6,NICK1,,CP101214W,"5,0",1,0,2,-1,DISMINUIR
4820758,246781,4,PAO3,,5B10-1,40,1,0,2,-1,DISMINUIR
4824559,2075,4,PAO3,,020,40,1,0,2,-1,DISMINUIR
4819613,171465,4,PAO3,,372010 38,"7,0",2,2,4,0,SIN_CAMBIO
4821500,81979,4,PAO3,,185160-OFWT,"38,5",1,0,2,-1,DISMINUIR
4753330,574867,4,PAO3,,WAG721W22,38,3,2,6,-1,DISMINUIR
4824046,145787,4,PAO3,,303643L-BKMT,34,2,1,4,-1,DISMINUIR
4812152,64252,4,PAO3,,150019-BBK,"36,5",1,0,2,-1,DISMINUIR
4756989,37501,4,PAO3,,125354-01,41,2,1,4,-1,DISMINUIR
4783897,555023,4,PAO3,,T2122,38,1,1,3,0,SIN_CAMBIO
4812292,186074,4,PAO3,,400604L-BKSL,32,2,1,4,-1,DISMINUIR
4825918,96251,4,PAO3,,2098,39,2,1,4,-1,DISMINUIR
4826279,297249,4,PAO3,,8224.826.9830-35312,37,3,4,8,1,AUMENTAR
4816257,557057,4,PAO3,,TFY91,39,3,0,4,-3,DISMINUIR
4794089,109072,4,PAO3,,2297-1,43,2,2,5,0,SIN_CAMBIO
4773353,105142,4,PAO3,,22-27A,38,3,0,8,-3,DISMINUIR
4793349,397465,4,PAO3,,DCA91129-90,37,2,0,4,-2,DISMINUIR
4811051,188957,4,PAO3,,403694L-W,36,2,2,5,0,SIN_CAMBIO
4824816,569697,4,PAO3,,VU4012T,40,1,0,2,-1,DISMINUIR
4826308,287009,4,PAO3,,801-01,36,1,0,2,-1,DISMINUIR
4794279,106939,4,PAO3,,224-0311,38,1,0,2,-1,DISMINUIR
4815280,526299,5,PAO4,,PI-65406300000004,39,2,1,4,-1,DISMINUIR
4823126,166405,5,PAO4,,36-PARATI-10,38,1,2,4,1,AUMENTAR
4816335,143990,5,PAO4,,303055L-LVPK,30,1,0,2,-1,DISMINUIR
4718116,493700,5,PAO4,,JS1806,36,2,0,4,-2,DISMINUIR
4753540,528118,5,PAO4,,PI-78100700000006,38,2,1,4,-1,DISMINUIR
4803794,519359,5,PAO4,,PI-110072,39,1,0,2,-1,DISMINUIR
4771677,463526,5,PAO4,,H03794,"7,0",2,1,4,-1,DISMINUIR
4813585,264197,5,PAO4,,648-02,37,2,1,4,-1,DISMINUIR
4813556,254937,5,PAO4,,6070-02,38,4,2,8,-2,DISMINUIR
4796309,519876,5,PAO4,,PI-11007200003208,38,1,0,2,-1,DISMINUIR
4812532,486155,5,PAO4,,IS7050,00,5,4,12,-1,DISMINUIR
4793141,173608,3,PAO2,,38-LENIN-2,39,1,1,3,0,SIN_CAMBIO
4758426,541837,3,PAO2,,S5-13B,33,1,0,2,-1,DISMINUIR
4824316,57628,3,PAO2,,149-16,39,1,1,3,0,SIN_CAMBIO
4797940,331951,3,PAO2,,A06391C-452,"4,0",1,0,2,-1,DISMINUIR
4827570,308654,3,PAO2,,872-6640,44,2,1,5,-1,DISMINUIR
4820648,296469,3,PAO2,,82223U-N84,"7,5",4,2,7,-2,DISMINUIR
4797359,89717,3,PAO2,,2.40.32,S,8,7,16,-1,DISMINUIR
4810933,490231,3,PAO2,,JE5658,M,17,17,35,0,SIN_CAMBIO
4693410,247546,3,PAO2,,5CE155,43,4,0,5,-4,DISMINUIR
4828144,557323,3,PAO2,,TO202205,00,7,6,17,-1,DISMINUIR
4741915,360709,3,PAO2,,BD192720-1-40,40,2,0,3,-2,DISMINUIR
4727040,225161,3,PAO2,,5207015100007,00,19,24,47,5,AUMENTAR
4818836,313793,3,PAO2,,889-9796,41,3,2,6,-1,DISMINUIR
4811032,194952,3,PAO2,,405635L-BBK,37,1,2,4,1,AUMENTAR
4816956,496921,3,PAO2,,KFEP-NLR 13MM,00,2,2,5,0,SIN_CAMBIO
4817793,15313,3,PAO2,,100211205,"6,0",1,0,2,-1,DISMINUIR
4737647,252453,3,PAO2,,5Z754,40,1,0,2,-1,DISMINUIR
4803612,207165,3,PAO2,,47-MALU-2,37,1,0,2,-1,DISMINUIR
