style_color,style,color,familia,gender,srp,whs,pares_grid,PA01,PA02,PA03,PA04,NICK1,total_tiendas,orden_2026_1,orden_2026_2
304210L-NVPW,304210L,NVPW,SKECHERS ELITE SPORT PULSE,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5103.0
304012L-GYMT,304012L,GYMT,SKECHERS GLIDE-STEP DRIFT,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304012L-LPMT,304012L,LPMT,SKECHERS GLIDE-STEP DRIFT,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304012L-NVMT,304012L,NVMT,SKECHERS GLIDE-STEP DRIFT,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304054L-BKRG,304054L,BKRG,TIDE TECH,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4467.0
304054L-LAV,304054L,LAV,TIDE TECH,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0
304054L-LTPK,304054L,LTPK,TIDE TECH,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2563.0
303622L-BLK,303622L,BLK,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4741.0,107.0
303622L-LTGY,303622L,LTGY,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3497.0,0.0
303622L-NVY,303622L,NVY,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
303622L-LTPK,303622L,LTPK,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0
303679L-NVY,303679L,NVY,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
303679L-BLK,303679L,BLK,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,1385.0,1288.0
303555L-BKLV,303555L,BKLV,BOUNDLESS,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6937.0,2716.0
303555L-GYTQ,303555L,GYTQ,BOUNDLESS,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303555L-LVPK,303555L,LVPK,BOUNDLESS,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3471.0,1548.0
303556L-BKLV,303556L,BKLV,BOUNDLESS,KIDS,32990.0,18350.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,1639.0,952.0
303556L-GYTQ,303556L,GYTQ,BOUNDLESS,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.0,616.0
303599L-BKMT,303599L,BKMT,BOUNDLESS,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303599L-NVMT,303599L,NVMT,BOUNDLESS,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303557L-BLK,303557L,BLK,WAVE 92,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,6880.0,8228.0
303557L-LTGY,303557L,LTGY,WAVE 92,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2528.0,4632.0
303557L-NVY,303557L,NVY,WAVE 92,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6109.0,4271.0
304068L-BKMT,304068L,BKMT,COMFY FLEX 4.0,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304068L-LVMT,304068L,LVMT,COMFY FLEX 4.0,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304068L-GYMT,304068L,GYMT,COMFY FLEX 4.0,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304056L-BLK,304056L,BLK,EDGERIDE,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6388.0
304056L-LAV,304056L,LAV,EDGERIDE,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4717.0
304056L-LTBL,304056L,LTBL,EDGERIDE,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304056L-LTPK,304056L,LTPK,EDGERIDE,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.0
304057L-BLK,304057L,BLK,EDGERIDE,KIDS,29990.0,16650.0,0.0,0.0,12.0,0.0,0.0,12.0,24.0,0.0,1997.0
304057L-GRY,304057L,GRY,EDGERIDE,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0
304060L-AQPR,304060L,AQPR,MICROSPEC TREAD 2.0,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304060L-BKPK,304060L,BKPK,MICROSPEC TREAD 2.0,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304060L-GYPR,304060L,GYPR,MICROSPEC TREAD 2.0,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304060L-PKAQ,304060L,PKAQ,MICROSPEC TREAD 2.0,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304206L-BKMT,304206L,BKMT,MICROSPEC VELOCITY,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0,0
304206L-PRMT,304206L,PRMT,MICROSPEC VELOCITY,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304206L-NVMT,304206L,NVMT,MICROSPEC VELOCITY,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304206L-PWMT,304206L,PWMT,MICROSPEC VELOCITY,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304011L-BKPK,304011L,BKPK,SKECHERS GLIDE-STEP FLOW,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304011L-LAV,304011L,LAV,SKECHERS GLIDE-STEP FLOW,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304011L-NVLB,304011L,NVLB,SKECHERS GLIDE-STEP FLOW,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304065L-NVMT,304065L,NVMT,SKECHERS SPRINTA,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304065L-LPMT,304065L,LPMT,SKECHERS SPRINTA,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304065L-SMLT,304065L,SMLT,SKECHERS SPRINTA,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304066L-BLK,304066L,BLK,BOUNDER,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304066L-LAV,304066L,LAV,BOUNDER,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304066L-LTPK,304066L,LTPK,BOUNDER,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304208L-BKPK,304208L,BKPK,SKECHERS STREAMLINE,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,5949.0
304208L-LTBL,304208L,LTBL,SKECHERS STREAMLINE,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304208L-LPK,304208L,LPK,SKECHERS STREAMLINE,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2207.0
304208L-NVLB,304208L,NVLB,SKECHERS STREAMLINE,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1835.0
310545L-BBK,310545L,BBK,UNO GEN1,KIDS,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1843.0,0.0
310545L-BLK,310545L,BLK,UNO GEN1,KIDS,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,0.0
310545L-WHT,310545L,WHT,UNO GEN1,KIDS,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5463.0,0.0
310286L-BLK,310286L,BLK,UNO GEN1,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3049.0,3323.0
310286L-WHT,310286L,WHT,UNO GEN1,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,2977.0
310286L-OFWT,310286L,OFWT,UNO GEN1,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2549.0,0.0
314966L-LVMT,314966L,LVMT,UNO LITE,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0
314966L-WMLT,314966L,WMLT,UNO LITE,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.0
314966L-LPMT,314966L,LPMT,UNO LITE,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.0,0.0
310425L-BLK,310425L,BLK,UNO LITE EASE,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
310425L-LAV,310425L,LAV,UNO LITE EASE,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
310425L-WHT,310425L,WHT,UNO LITE EASE,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
310387L-BKRG,310387L,BKRG,UNO LITE,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4485.0,4215.0
310387L-LTPK,310387L,LTPK,UNO LITE,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.0,2969.0
310387L-WHT,310387L,WHT,UNO LITE,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4311.0,6133.0
310818L-BLK,310818L,BLK,UNO LITE,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0,0
310818L-BBK,310818L,BBK,UNO LITE,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
310818L-NAT,310818L,NAT,UNO LITE,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0,0
310818L-WHT,310818L,WHT,UNO LITE,KIDS,39990.0,22200.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0,0
310769L-BKRG,310769L,BKRG,SKECHERS AURA LX,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
310769L-WHT,310769L,WHT,SKECHERS AURA LX,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
314604L-LTPK,314604L,LTPK,TWINKLE STAR,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
314607L-WMLT,314607L,WMLT,TWINKLE STAR,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
314599L-WTRG,314599L,WTRG,TWINKLE STAR,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.0
314599L-BKRG,314599L,BKRG,TWINKLE STAR,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.0
303484L-BLMT,303484L,BLMT,BOUNDER PRO,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303484L-NVY,303484L,NVY,BOUNDER PRO,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303484L-BKHP,303484L,BKHP,BOUNDER PRO,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
319260L-BKLP,319260L,BKLP,SKECHERS ELITE SPORT TREAD,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.0,0.0
319260L-MVE,319260L,MVE,SKECHERS ELITE SPORT TREAD,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,0.0
319260L-NVY,319260L,NVY,SKECHERS ELITE SPORT TREAD,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303493L-BKLV,303493L,BKLV,STORM BLAZER,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303493L-CCTL,303493L,CCTL,STORM BLAZER,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303493L-NVY,303493L,NVY,STORM BLAZER,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
310566L-BLSH,310566L,BLSH,UNO GEN1,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
310566L-NAT,310566L,NAT,UNO GEN1,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303335L-BBK,303335L,BBK,KEEPSAKES COZY,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303335L-CSNT,303335L,CSNT,KEEPSAKES COZY,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303371L-BBK,303371L,BBK,BOUNDER PRO,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303371L-CSNT,303371L,CSNT,BOUNDER PRO,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303371L-OLV,303371L,OLV,BOUNDER PRO,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303370L-BBK,303370L,BBK,BOUNDER PRO,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303370L-CSNT,303370L,CSNT,BOUNDER PRO,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303333L-BLK,303333L,BLK,KEEPSAKES COZY,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303333L-CSNT,303333L,CSNT,KEEPSAKES COZY,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303714N-TQLV,303714N,TQLV,SKECHERS SOLA GLOW,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,3749.0
303714N-GYLP,303714N,GYLP,SKECHERS SOLA GLOW,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.0,6122.0
303196N-LPMT,303196N,LPMT,PLAY SCENE 2.0,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303196N-LVMT,303196N,LVMT,PLAY SCENE 2.0,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304103N-LTBL,304103N,LTBL,COMFY SPRINTS,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304103N-LTPK,304103N,LTPK,COMFY SPRINTS,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303690N-LTPK,303690N,LTPK,BOUNDER PRO,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0
303690N-BLK,303690N,BLK,BOUNDER PRO,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303690N-NVY,303690N,NVY,BOUNDER PRO,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
303582N-LAV,303582N,LAV,DYNA-LITE,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227.0,472.0
303582N-NVY,303582N,NVY,DYNA-LITE,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.0,543.0
303557N-LTGY,303557N,LTGY,WAVE 92,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2819.0,3220.0
303557N-NVY,303557N,NVY,WAVE 92,KIDS,29990.0,16650.0,0.0,0.0,12.0,0.0,0.0,12.0,24.0,0,0
303557N-LTPK,303557N,LTPK,WAVE 92,KIDS,29990.0,16650.0,0.0,0.0,12.0,0.0,0.0,12.0,24.0,2479.0,0.0
304066N-LAV,304066N,LAV,BOUNDER,KIDS,24990.0,13900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304066N-LTPK,304066N,LTPK,BOUNDER,KIDS,24990.0,13900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
304066N-BLK,304066N,BLK,BOUNDER,KIDS,24990.0,13900.0,0.0,0.0,12.0,0.0,12.0,0.0,24.0,0,0
310451N-BKRG,310451N,BKRG,UNO LITE,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3001.0,1557.0
310451N-WHP,310451N,WHP,UNO LITE,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3119.0,2264.0
314604N-LTPK,314604N,LTPK,TWINKLE STAR,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
314607N-WMLT,314607N,WMLT,TWINKLE STAR,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
314599N-PKSL,314599N,PKSL,TWINKLE STAR,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
314599N-WTRG,314599N,WTRG,TWINKLE STAR,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,1126.0
319310N-NVMT,319310N,NVMT,ILLUMI-BRIGHTS,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,0.0
319310N-PKMT,319310N,PKMT,ILLUMI-BRIGHTS,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,0.0
400142L-BLBK,400142L,BLBK,FLEX-GLOW PLUS,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
400142L-RDBK,400142L,RDBK,FLEX-GLOW PLUS,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
400590L-BBLM,400590L,BBLM,VORTEX 3.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2178.0,2794.0
400590L-BKRB,400590L,BKRB,VORTEX 3.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5140.0
400590L-BKLM,400590L,BKLM,VORTEX 3.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934.0
404227L-BLBK,404227L,BLBK,SKECHERS METEOR-LIGHTS,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404227L-GRY,404227L,GRY,SKECHERS METEOR-LIGHTS,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404227L-NVY,404227L,NVY,SKECHERS METEOR-LIGHTS,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404227L-RDBK,404227L,RDBK,SKECHERS METEOR-LIGHTS,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
401491L-BKCC,401491L,BKCC,SKECHERS METEOR-LIGHTS 3.0,KIDS,34990.0,19450.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0,0
401491L-BLLM,401491L,BLLM,SKECHERS METEOR-LIGHTS 3.0,KIDS,34990.0,19450.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0,0
401491L-RDBK,401491L,RDBK,SKECHERS METEOR-LIGHTS 3.0,KIDS,34990.0,19450.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0,0
402150L-BKNV,402150L,BKNV,SKECHERS GARAGE,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457.0
402150L-SLBK,402150L,SLBK,SKECHERS GARAGE,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,1217.0
402150L-RDCC,402150L,RDCC,SKECHERS GARAGE,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,1062.0
402160L-BLLM,402160L,BLLM,MEGA-CRAFT 4K,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,0.0
402160L-BRMT,402160L,BRMT,MEGA-CRAFT 4K,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.0,3670.0
402130L-RDBK,402130L,RDBK,MEGA-FLEX LITE,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0
402130L-YLBK,402130L,YLBK,MEGA-FLEX LITE,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0
400175L-BKLM,400175L,BKLM,SKECH-O-SAURUS LIGHTS 3.0,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455.0
400175L-OLV,400175L,OLV,SKECH-O-SAURUS LIGHTS 3.0,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
403892L-BKW,403892L,BKW,CONTOUR FOAM,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.0,1773.0
403892L-NVY,403892L,NVY,CONTOUR FOAM,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,1577.0
403892L-WNV,403892L,WNV,CONTOUR FOAM,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777.0,1262.0
404200L-BKW,404200L,BKW,CONTOUR FOAM,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404200L-LTGY,404200L,LTGY,CONTOUR FOAM,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404200L-NVY,404200L,NVY,CONTOUR FOAM,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404203L-BLNV,404203L,BLNV,GLIDE-STEP PLUS,KIDS,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404203L-CCBK,404203L,CCBK,GLIDE-STEP PLUS,KIDS,47990.0,26650.0,0.0,0.0,0.0,15.0,15.0,15.0,45.0,1371.0,1941.0
404203L-BBK,404203L,BBK,GLIDE-STEP PLUS,KIDS,47990.0,26650.0,0.0,0.0,0.0,15.0,15.0,15.0,45.0,1352.0,0.0
404203L-NVBK,404203L,NVBK,GLIDE-STEP PLUS,KIDS,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1895.0
404206L-BLBK,404206L,BLBK,MAX CUSHIONING GLIDE-STEP,KIDS,44990.0,25000.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0,0
404206L-BLK,404206L,BLK,MAX CUSHIONING GLIDE-STEP,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,747.0,1022.0
404206L-RDBK,404206L,RDBK,MAX CUSHIONING GLIDE-STEP,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0
404215L-BLK,404215L,BLK,SKX AERO SPARK,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404215L-CHAR,404215L,CHAR,SKX AERO SPARK,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404215L-LMMT,404215L,LMMT,SKX AERO SPARK,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404215L-BLU,404215L,BLU,SKX AERO SPARK,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404302L-BLK,404302L,BLK,GO RUN CONSISTENT 3,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404302L-CHAR,404302L,CHAR,GO RUN CONSISTENT 3,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
403899L-BKRY,403899L,BKRY,GO RUN 400 V2,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,0.0
403899L-CCBK,403899L,CCBK,GO RUN 400 V2,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,0.0
404055L-BLK,404055L,BLK,BOUNDER 3.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404055L-GRY,404055L,GRY,BOUNDER 3.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404055L-NVY,404055L,NVY,BOUNDER 3.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404800L-BLK,404800L,BLK,EDGERIDE,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2985.0,0.0
404800L-NVY,404800L,NVY,EDGERIDE,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357.0,0.0
404801L-BLK,404801L,BLK,EDGERIDE,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,3691.0,0.0
404801L-NVY,404801L,NVY,EDGERIDE,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,0.0
405145L-BKLM,405145L,BKLM,MAX RUN,KIDS,34990.0,19450.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,3645.0
405145L-BLOR,405145L,BLOR,MAX RUN,KIDS,34990.0,19450.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,2268.0
405145L-CCYL,405145L,CCYL,MAX RUN,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
405145L-NVYL,405145L,NVYL,MAX RUN,KIDS,34990.0,19450.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,4842.0
404040L-BKDN,404040L,BKDN,TIDAL-TECH,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4467.0,0.0
404040L-BLMT,404040L,BLMT,TIDAL-TECH,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0
